text,label
Odam çok kirli ama yardım eden yok.,ihmal
Birisi bana garip şeyler gösterdi.,cinsel
Korkuyorum çünkü bağırıyorlar.,duygusal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Pikniğe gittik ve top oynadık.,normal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Herkes bana kötü davranıyor.,duygusal
Öğretmenim bana vurdu.,fiziksel
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Öğretmenim bana vurdu.,fiziksel
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Annemle birlikte kek yaptık.,normal
Bugün parkta çok eğlendim.,normal
Ağabeyim beni yere itti.,fiziksel
"Yüzme kursuna gittim, eğlenceliydi.",normal
Vurunca duvara çarptım.,fiziksel
Gizli bir şekilde odama geldi.,cinsel
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Beni rahatsız eden sorular sordu.,cinsel
Bana 'aptal' dedi.,duygusal
Gizli bir şekilde odama geldi.,cinsel
Kimse bana yemek yapmadı.,ihmal
Bana 'aptal' dedi.,duygusal
Anneme bir şey söyledim ama bağırdı.,duygusal
Anneme bir şey söyledim ama bağırdı.,duygusal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Sınıfta biri beni itip yere düşürdü.,fiziksel
"Okulda resim yaptım, öğretmenim beğendi.",normal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Anneme bir şey söyledim ama bağırdı.,duygusal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Babam bana tokat attı.,fiziksel
Korkuyorum çünkü bağırıyorlar.,duygusal
Babam bana tokat attı.,fiziksel
Kendimi çok değersiz hissediyorum.,duygusal
Birisi bana garip şeyler gösterdi.,cinsel
Yeni kalem kutumu çok sevdim.,normal
Karnım aç ama evde kimse yok.,ihmal
Bugün parkta çok eğlendim.,normal
Bugün bütün gün evde yalnızdım.,ihmal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Herkes bana kötü davranıyor.,duygusal
Beni rahatsız eden sorular sordu.,cinsel
Ağabeyim beni yere itti.,fiziksel
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Bana 'aptal' dedi.,duygusal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
"Yüzme kursuna gittim, eğlenceliydi.",normal
Beni sürekli eleştiriyor.,duygusal
Beni okuldan almayı unuttular.,ihmal
Annemle birlikte kek yaptık.,normal
Ağabeyim beni yere itti.,fiziksel
Annemle birlikte kek yaptık.,normal
Sınıfta biri beni itip yere düşürdü.,fiziksel
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Bugün parkta çok eğlendim.,normal
Kimse bana yemek yapmadı.,ihmal
Bugün parkta çok eğlendim.,normal
Kimse bana yemek yapmadı.,ihmal
Kardeşimle lego oynadım.,normal
Korkuyorum çünkü bağırıyorlar.,duygusal
Bugün bütün gün evde yalnızdım.,ihmal
Öğretmenim bana vurdu.,fiziksel
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Babam bana tokat attı.,fiziksel
Ağabeyim beni yere itti.,fiziksel
Karnım aç ama evde kimse yok.,ihmal
Saçımı çekti ve bağırdı.,fiziksel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Bugün bütün gün evde yalnızdım.,ihmal
Bana 'aptal' dedi.,duygusal
Yeni kalem kutumu çok sevdim.,normal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Saçımı çekti ve bağırdı.,fiziksel
Bugün bütün gün evde yalnızdım.,ihmal
Arkadaşlarımla oyun oynadım.,normal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Birisi bana garip şeyler gösterdi.,cinsel
Bana 'aptal' dedi.,duygusal
Bana 'aptal' dedi.,duygusal
Beni rahatsız eden sorular sordu.,cinsel
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Kardeşimle lego oynadım.,normal
Biri bana dokundu ve çok korktum.,cinsel
Pikniğe gittik ve top oynadık.,normal
Beni sürekli eleştiriyor.,duygusal
Odam çok kirli ama yardım eden yok.,ihmal
Kendimi çok değersiz hissediyorum.,duygusal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Saçımı çekti ve bağırdı.,fiziksel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Beni sürekli eleştiriyor.,duygusal
Öğretmenim bana vurdu.,fiziksel
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Gizli bir şekilde odama geldi.,cinsel
Beni sürekli eleştiriyor.,duygusal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Herkes bana kötü davranıyor.,duygusal
Biri bana dokundu ve çok korktum.,cinsel
Zorla beni öpmeye çalıştı.,cinsel
Bir yetişkin beni sertçe itti.,fiziksel
Beni rahatsız eden sorular sordu.,cinsel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Zorla beni öpmeye çalıştı.,cinsel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Biri bana dokundu ve çok korktum.,cinsel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Herkes bana kötü davranıyor.,duygusal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Arkadaşlarımla oyun oynadım.,normal
Arkadaşlarımla oyun oynadım.,normal
Babamla sinemaya gittik.,normal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Beni sürekli eleştiriyor.,duygusal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Ağabeyim beni yere itti.,fiziksel
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Korkuyorum çünkü bağırıyorlar.,duygusal
Kitap okudum ve çok sevdim.,normal
Bugün yine beni aşağıladılar.,duygusal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Bugün yine beni aşağıladılar.,duygusal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Arkadaşlarımla oyun oynadım.,normal
Sınıfta biri beni itip yere düşürdü.,fiziksel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Babam bana tokat attı.,fiziksel
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Gizli bir şekilde odama geldi.,cinsel
Kardeşimle lego oynadım.,normal
Bugün parkta çok eğlendim.,normal
Bir yetişkin beni sertçe itti.,fiziksel
Öğretmenim bana vurdu.,fiziksel
Biri bana dokundu ve çok korktum.,cinsel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Arkadaşlarımla oyun oynadım.,normal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Beni rahatsız eden sorular sordu.,cinsel
Beni okuldan almayı unuttular.,ihmal
Kendimi çok değersiz hissediyorum.,duygusal
Odam çok kirli ama yardım eden yok.,ihmal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Öğretmenim bana vurdu.,fiziksel
Bana hiç sarılmıyorlar.,ihmal
Anneme bir şey söyledim ama bağırdı.,duygusal
Beni sürekli eleştiriyor.,duygusal
Kitap okudum ve çok sevdim.,normal
Korkuyorum çünkü bağırıyorlar.,duygusal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Korkuyorum çünkü bağırıyorlar.,duygusal
Beni okuldan almayı unuttular.,ihmal
Bugün parkta çok eğlendim.,normal
Anneme bir şey söyledim ama bağırdı.,duygusal
Anneme bir şey söyledim ama bağırdı.,duygusal
Arkadaşlarımla oyun oynadım.,normal
Kardeşimle lego oynadım.,normal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Birisi bana garip şeyler gösterdi.,cinsel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Bana 'aptal' dedi.,duygusal
Kitap okudum ve çok sevdim.,normal
Zorla beni öpmeye çalıştı.,cinsel
Babamla sinemaya gittik.,normal
Beni sürekli eleştiriyor.,duygusal
Yeni kalem kutumu çok sevdim.,normal
Ağabeyim beni yere itti.,fiziksel
Odam çok kirli ama yardım eden yok.,ihmal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Biri bana dokundu ve çok korktum.,cinsel
Kardeşimle lego oynadım.,normal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Sınıfta biri beni itip yere düşürdü.,fiziksel
Zorla beni öpmeye çalıştı.,cinsel
Bana hiç sarılmıyorlar.,ihmal
Kitap okudum ve çok sevdim.,normal
Karnım aç ama evde kimse yok.,ihmal
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Babam bana tokat attı.,fiziksel
Biri bana dokundu ve çok korktum.,cinsel
Pikniğe gittik ve top oynadık.,normal
Ağabeyim beni yere itti.,fiziksel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Beni sürekli eleştiriyor.,duygusal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Herkes bana kötü davranıyor.,duygusal
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Yeni kalem kutumu çok sevdim.,normal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Gizlice fotoğraf çekmeye çalıştı.,cinsel
"Okulda resim yaptım, öğretmenim beğendi.",normal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Ağabeyim beni yere itti.,fiziksel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Herkes bana kötü davranıyor.,duygusal
Bugün parkta çok eğlendim.,normal
Bir yetişkin beni sertçe itti.,fiziksel
Öğretmenim bana vurdu.,fiziksel
Bugün parkta çok eğlendim.,normal
Odam çok kirli ama yardım eden yok.,ihmal
Arkadaşlarımla oyun oynadım.,normal
Arkadaşlarımla oyun oynadım.,normal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Zorla beni öpmeye çalıştı.,cinsel
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Birisi bana garip şeyler gösterdi.,cinsel
Bugün bütün gün evde yalnızdım.,ihmal
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Üşüyorum ama kimse ilgilenmiyor.,ihmal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Zorla beni öpmeye çalıştı.,cinsel
Gizli bir şekilde odama geldi.,cinsel
Kendimi çok değersiz hissediyorum.,duygusal
Bugün yine beni aşağıladılar.,duygusal
Vurunca duvara çarptım.,fiziksel
Bugün parkta çok eğlendim.,normal
Saçımı çekti ve bağırdı.,fiziksel
Kendimi çok değersiz hissediyorum.,duygusal
Bugün yine beni aşağıladılar.,duygusal
Odam çok kirli ama yardım eden yok.,ihmal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Ağabeyim beni yere itti.,fiziksel
Öğretmenim bana vurdu.,fiziksel
Annemle birlikte kek yaptık.,normal
Bir yetişkin beni sertçe itti.,fiziksel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Kıyafetimi çıkarmamı istedi.,cinsel
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Bugün yine beni aşağıladılar.,duygusal
Bana 'aptal' dedi.,duygusal
Kitap okudum ve çok sevdim.,normal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Arkadaşlarımla oyun oynadım.,normal
Arkadaşlarımla oyun oynadım.,normal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Bir yetişkin beni sertçe itti.,fiziksel
Kitap okudum ve çok sevdim.,normal
Babam bana tokat attı.,fiziksel
Biri bana dokundu ve çok korktum.,cinsel
Annemle birlikte kek yaptık.,normal
Vurunca duvara çarptım.,fiziksel
Bugün yine beni aşağıladılar.,duygusal
Babamla sinemaya gittik.,normal
Biri bana dokundu ve çok korktum.,cinsel
Kitap okudum ve çok sevdim.,normal
Beni okuldan almayı unuttular.,ihmal
Saçımı çekti ve bağırdı.,fiziksel
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Bir yetişkin beni sertçe itti.,fiziksel
Kardeşimle lego oynadım.,normal
Kitap okudum ve çok sevdim.,normal
Kardeşimle lego oynadım.,normal
Kardeşimle lego oynadım.,normal
Gizli bir şekilde odama geldi.,cinsel
Bugün bütün gün evde yalnızdım.,ihmal
Korkuyorum çünkü bağırıyorlar.,duygusal
Biri bana dokundu ve çok korktum.,cinsel
Bir yetişkin beni sertçe itti.,fiziksel
Birisi bana garip şeyler gösterdi.,cinsel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Öğretmenim bana vurdu.,fiziksel
Bugün bütün gün evde yalnızdım.,ihmal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Kitap okudum ve çok sevdim.,normal
Öğretmenim bana vurdu.,fiziksel
Pikniğe gittik ve top oynadık.,normal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Bugün parkta çok eğlendim.,normal
Herkes bana kötü davranıyor.,duygusal
Kendimi çok değersiz hissediyorum.,duygusal
Bugün bütün gün evde yalnızdım.,ihmal
Anneme bir şey söyledim ama bağırdı.,duygusal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Anneme bir şey söyledim ama bağırdı.,duygusal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Bana 'aptal' dedi.,duygusal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Bana hiç sarılmıyorlar.,ihmal
Odam çok kirli ama yardım eden yok.,ihmal
Korkuyorum çünkü bağırıyorlar.,duygusal
Pikniğe gittik ve top oynadık.,normal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Çok hastaydım ama doktora gitmedik.,ihmal
Bana kötü yerlerinden bahsetti.,cinsel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Birisi bana garip şeyler gösterdi.,cinsel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Odam çok kirli ama yardım eden yok.,ihmal
Ağabeyim beni yere itti.,fiziksel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Beni rahatsız eden sorular sordu.,cinsel
"Yüzme kursuna gittim, eğlenceliydi.",normal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Kardeşimle lego oynadım.,normal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Ağabeyim beni yere itti.,fiziksel
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Vurunca duvara çarptım.,fiziksel
Annemle birlikte kek yaptık.,normal
Bugün parkta çok eğlendim.,normal
Bugün bütün gün evde yalnızdım.,ihmal
Ağabeyim beni yere itti.,fiziksel
Ağabeyim beni yere itti.,fiziksel
Korkuyorum çünkü bağırıyorlar.,duygusal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Annemle birlikte kek yaptık.,normal
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Vurunca duvara çarptım.,fiziksel
Beni rahatsız eden sorular sordu.,cinsel
Bana hiç sarılmıyorlar.,ihmal
Bugün yine beni aşağıladılar.,duygusal
Yeni kalem kutumu çok sevdim.,normal
Bugün bütün gün evde yalnızdım.,ihmal
Gizli bir şekilde odama geldi.,cinsel
Birisi bana garip şeyler gösterdi.,cinsel
Saçımı çekti ve bağırdı.,fiziksel
Pikniğe gittik ve top oynadık.,normal
Bugün yine beni aşağıladılar.,duygusal
Babamla sinemaya gittik.,normal
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Beni okuldan almayı unuttular.,ihmal
Yeni kalem kutumu çok sevdim.,normal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Biri bana dokundu ve çok korktum.,cinsel
Vurunca duvara çarptım.,fiziksel
Bir yetişkin beni sertçe itti.,fiziksel
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
"Okulda resim yaptım, öğretmenim beğendi.",normal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Herkes bana kötü davranıyor.,duygusal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Korkuyorum çünkü bağırıyorlar.,duygusal
Kimse bana yemek yapmadı.,ihmal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Annemle birlikte kek yaptık.,normal
Karnım aç ama evde kimse yok.,ihmal
Gizli bir şekilde odama geldi.,cinsel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Babamla sinemaya gittik.,normal
Çok hastaydım ama doktora gitmedik.,ihmal
Yeni kalem kutumu çok sevdim.,normal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
"Yüzme kursuna gittim, eğlenceliydi.",normal
Çok hastaydım ama doktora gitmedik.,ihmal
Birisi bana garip şeyler gösterdi.,cinsel
Korkuyorum çünkü bağırıyorlar.,duygusal
Babam bana tokat attı.,fiziksel
Karnım aç ama evde kimse yok.,ihmal
Bana kötü yerlerinden bahsetti.,cinsel
Karnım aç ama evde kimse yok.,ihmal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Beni rahatsız eden sorular sordu.,cinsel
Yeni kalem kutumu çok sevdim.,normal
Korkuyorum çünkü bağırıyorlar.,duygusal
Kıyafetimi çıkarmamı istedi.,cinsel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Beni okuldan almayı unuttular.,ihmal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Bir yetişkin beni sertçe itti.,fiziksel
Birisi bana garip şeyler gösterdi.,cinsel
Pikniğe gittik ve top oynadık.,normal
Kendimi çok değersiz hissediyorum.,duygusal
Beni rahatsız eden sorular sordu.,cinsel
"Okulda resim yaptım, öğretmenim beğendi.",normal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Bugün bütün gün evde yalnızdım.,ihmal
Annemle birlikte kek yaptık.,normal
Karnım aç ama evde kimse yok.,ihmal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Arkadaşlarımla oyun oynadım.,normal
Pikniğe gittik ve top oynadık.,normal
Babamla sinemaya gittik.,normal
Karnım aç ama evde kimse yok.,ihmal
Babamla sinemaya gittik.,normal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Korkuyorum çünkü bağırıyorlar.,duygusal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Gizli bir şekilde odama geldi.,cinsel
Saçımı çekti ve bağırdı.,fiziksel
Bana kötü yerlerinden bahsetti.,cinsel
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Annemle birlikte kek yaptık.,normal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
"Yüzme kursuna gittim, eğlenceliydi.",normal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Babam bana tokat attı.,fiziksel
Anneme bir şey söyledim ama bağırdı.,duygusal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Bana kötü yerlerinden bahsetti.,cinsel
Annemle birlikte kek yaptık.,normal
Odam çok kirli ama yardım eden yok.,ihmal
Beni rahatsız eden sorular sordu.,cinsel
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Bana hiç sarılmıyorlar.,ihmal
Bir yetişkin beni sertçe itti.,fiziksel
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Dizim kanadı çünkü biri beni dövdü.,fiziksel
"Yüzme kursuna gittim, eğlenceliydi.",normal
Bana hiç sarılmıyorlar.,ihmal
Bugün yine beni aşağıladılar.,duygusal
Odam çok kirli ama yardım eden yok.,ihmal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Yeni kalem kutumu çok sevdim.,normal
Kıyafetimi çıkarmamı istedi.,cinsel
"Yüzme kursuna gittim, eğlenceliydi.",normal
Gizli bir şekilde odama geldi.,cinsel
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Öğretmenim bana vurdu.,fiziksel
Bana 'aptal' dedi.,duygusal
Vurunca duvara çarptım.,fiziksel
"Okulda resim yaptım, öğretmenim beğendi.",normal
Çok hastaydım ama doktora gitmedik.,ihmal
Öğretmenim bana vurdu.,fiziksel
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Kıyafetimi çıkarmamı istedi.,cinsel
Beni okuldan almayı unuttular.,ihmal
Odam çok kirli ama yardım eden yok.,ihmal
Beni okuldan almayı unuttular.,ihmal
Ağabeyim beni yere itti.,fiziksel
